chrom_5p	bkpos_5p	strand_5p	chrom_3p	bkpos_3p	strand_3p	avg_cn
chr1	55971642	+	chr1	55971642	-	23

Group:179 Translocation:False
chr1	56413381	+	chr1	56413381	-	28

Group:180 Translocation:False
chr1	56557066	+	chr1	56557066	-	34

Group:181 Translocation:False
chr1	56929083	+	chr1	56929083	-	30
chr1	56951960	+	chr1	56951960	-	24
chr1	56983080	+	chr1	56983080	-	34

Group:182 Translocation:False
chr1	57207446	+	chr1	57207446	-	30

Group:183 Translocation:False
chr1	57439424	+	chr1	57439424	-	28

Group:184 Translocation:False
chr1	57553387	+	chr1	57553387	-	25
chr1	57606683	+	chr1	57606683	-	28
chr1	57704877	+	chr1	57704877	-	31
chr1	57727726	+	chr1	57727726	-	31
chr1	57739434	+	chr1	57739434	-	34

Group:185 Translocation:False
chr1	57951317	+	chr1	57951317	-	32
chr1	57984260	+	chr1	57984260	-	27

Group:186 Translocation:False
chr1	58296240	+	chr1	58296240	-	48

Group:187 Translocation:False
chr1	58518306	+	chr1	58518306	-	23

Group:188 Translocation:False
chr1	58729267	+	chr1	58729267	-	35
chr1	58729589	+	chr1	58729589	-	34

Group:189 Translocation:False
chr1	59065623	+	chr1	59065623	-	25

Group:190 Translocation:False
chr1	59491049	+	chr1	59491049	-	28

Group:191 Translocation:False
chr1	59998371	+	chr1	59998371	-	21
chr1	60004924	+	chr1	60004924	-	24
chr1	60085919	+	chr1	60085919	-	34
chr1	60085806	+	chr1	60085806	-	34
chr1	60085927	+	chr1	60085927	-	35

Group:192 Translocation:False
chr1	60444971	+	chr1	60444971	-	27

Group:193 Translocation:False
chr1	60590438	+	chr1	60590438	-	23

Group:194 Translocation:False
chr1	61393252	+	chr1	61393252	-	26

Group:195 Translocation:False
chr1	61551250	+	chr1	61551250	-	25

Group:196 Translocation:False
chr1	61871483	+	chr1	61871483	-	35
chr1	61965121	+	chr1	61965121	-	23

Group:197 Translocation:False
chr1	62137609	+	chr1	62137609	-	31

Group:198 Translocation:False
chr1	62404204	+	chr1	62404204	-	28
chr1	62404239	+	chr1	62404239	-	28

Group:199 Translocation:False
chr1	62996279	+	chr1	62996279	-	31
chr1	63045938	+	chr1	63045938	-	33
chr1	63073763	+	chr1	63073763	-	32
chr1	63053806	+	chr1	63053806	-	33

Group:200 Translocation:False
chr1	63178099	+	chr1	63178099	-	28

Group:201 Translocation:False
chr1	63347077	+	chr1	63347077	-	28

Group:202 Translocation:False
chr1	63474006	+	chr1	63474006	-	28

Group:203 Translocation:False
chr1	63738308	+	chr1	63738308	-	20

Group:204 Translocation:False
chr1	64201499	+	chr1	64201499	-	24

Group:205 Translocation:False
chr1	64379020	+	chr1	64379020	-	29
chr1	64384507	+	chr1	64384507	-	25

Group:206 Translocation:False
chr1	64492378	+	chr1	64492378	-	20

Group:207 Translocation:False
chr1	64863215	+	chr1	64863215	-	35
chr1	64913655	+	chr1	64913655	-	30

Group:208 Translocation:False
chr1	65172063	+	chr1	65172063	-	31

Group:209 Translocation:False
chr1	65362164	+	chr1	65362164	-	40
chr1	65417065	+	chr1	65417065	-	36

Group:210 Translocation:False
chr1	65590243	+	chr1	65590243	-	12

Group:211 Translocation:False
chr1	66400521	+	chr1	66400521	-	23

Group:212 Translocation:False
chr1	66630897	+	chr1	66630897	-	22
chr1	66643097	+	chr1	66643097	-	35
chr1	66660016	+	chr1	66660016	-	33

Group:213 Translocation:False
chr1	67013158	+	chr1	67013158	-	27

Group:214 Translocation:False
chr1	67159255	+	chr1	67159255	-	24
chr1	67205915	+	chr1	67205915	-	24
chr1	67283853	+	chr1	67283853	-	37

Group:215 Translocation:False
chr1	67900432	+	chr1	67900432	-	43
chr1	67930035	+	chr1	67930035	-	31
chr1	67953866	+	chr1	67953866	-	33

Group:216 Translocation:False
chr1	68094568	+	chr1	68094568	-	31
chr1	68187189	+	chr1	68187189	-	29

Group:217 Translocation:False
chr1	68330310	+	chr1	68330310	-	29

Group:218 Translocation:False
chr1	69457985	+	chr1	69457985	-	42
chr1	69465247	+	chr1	69465247	-	44

Group:219 Translocation:False
chr1	69595972	+	chr1	69595972	-	21
chr1	69625373	+	chr1	69625373	-	33
chr1	69650539	+	chr1	69650539	-	32

Group:220 Translocation:False
chr1	69781771	+	chr1	69781771	-	33

Group:221 Translocation:False
chr1	69916099	+	chr1	69916099	-	18

Group:222 Translocation:False
chr1	70190677	+	chr1	70190677	-	30

Group:223 Translocation:False
chr1	71136176	+	chr1	71136176	-	19

Group:224 Translocation:False
chr1	71259670	+	chr1	71259670	-	28

Group:225 Translocation:False
chr1	71675126	+	chr1	71675126	-	25
chr1	71688419	+	chr1	71688419	-	30
chr1	71690640	+	chr1	71690640	-	30

Group:226 Translocation:False
chr1	71793264	+	chr1	71793264	-	30

Group:227 Translocation:False
chr1	71928131	+	chr1	71928131	-	30
chr1	71928406	+	chr1	71928406	-	32

Group:228 Translocation:False
chr1	72048423	+	chr1	72048423	-	31

Group:229 Translocation:False
chr1	72173322	+	chr1	72173322	-	27

Group:230 Translocation:False
chr1	72515807	+	chr1	72515807	-	25
chr1	72585138	+	chr1	72585138	-	23

Group:231 Translocation:False
chr1	72726101	+	chr1	72726101	-	31

Group:232 Translocation:False
chr1	73129350	+	chr1	73129350	-	37
chr1	73134334	+	chr1	73134334	-	33
chr1	73183122	+	chr1	73183122	-	26

Group:233 Translocation:False
chr1	73549542	+	chr1	73549542	-	25

Group:234 Translocation:False
chr1	73939960	+	chr1	73939960	-	40
chr1	73972042	+	chr1	73972042	-	32

Group:235 Translocation:False
chr1	74682360	+	chr1	74682360	-	25
chr1	74758446	+	chr1	74758446	-	28
chr1	74826993	+	chr1	74826993	-	19
chr1	74835988	+	chr1	74835988	-	15

Group:236 Translocation:False
chr1	74989509	+	chr1	74989509	-	25

Group:237 Translocation:False
chr1	75280131	+	chr1	75280131	-	43
chr1	75280131	+	chr1	75280131	-	43
chr1	75280137	+	chr1	75280137	-	43

Group:238 Translocation:False
chr1	75885664	+	chr1	75885664	-	20
chr1	75885799	+	chr1	75885799	-	20
chr1	75906495	+	chr1	75906495	-	13
chr1	75886476	+	chr1	75886476	-	19
chr1	75906523	+	chr1	75906523	-	13

Group:239 Translocation:False
chr1	76525799	+	chr1	76525799	-	21

Group:240 Translocation:False
chr1	76651647	+	chr1	76651647	-	34

Group:241 Translocation:False
chr1	77016174	+	chr1	77016174	-	32

Group:242 Translocation:False
chr1	77367569	+	chr1	77367569	-	27
chr1	77367643	+	chr1	77367643	-	26
chr1	77406215	+	chr1	77406215	-	27
chr1	77367796	+	chr1	77367796	-	27

Group:243 Translocation:False
chr1	77982560	+	chr1	77982560	-	26

Group:244 Translocation:False
chr1	78141369	+	chr1	78141369	-	32

Group:245 Translocation:False
chr1	78476546	+	chr1	78476546	-	23
chr1	78558467	+	chr1	78558467	-	46
chr1	78623994	+	chr1	78623994	-	31

Group:246 Translocation:False
chr1	78798476	+	chr1	78798476	-	35

Group:247 Translocation:False
chr1	79027434	+	chr1	79027434	-	22
chr1	79096763	+	chr1	79096763	-	27
chr1	79116390	+	chr1	79116390	-	22
chr1	79102496	+	chr1	79102496	-	25

Group:248 Translocation:False
chr1	79242432	+	chr1	79242432	-	31
chr1	79279916	+	chr1	79279916	-	24
chr1	79317772	+	chr1	79317772	-	24

Group:249 Translocation:False
chr1	79668964	+	chr1	79668964	-	34

Group:250 Translocation:False
chr1	79883735	+	chr1	79883735	-	37
chr1	79934333	+	chr1	79934333	-	30

Group:251 Translocation:False
chr1	80079571	+	chr1	80079571	-	35
chr1	80141886	+	chr1	80141886	-	24

Group:252 Translocation:False
chr1	80331151	+	chr1	80331151	-	23

Group:253 Translocation:False
chr1	80567511	+	chr1	80567511	-	28

Group:254 Translocation:False
chr1	80703233	+	chr1	80703233	-	28
chr1	80729685	+	chr1	80729685	-	28
chr1	80824163	+	chr1	80824163	-	34

Group:255 Translocation:False
chr1	81691880	+	chr1	81691880	-	38

Group:256 Translocation:False
chr1	81998977	+	chr1	81998977	-	26
chr1	82008136	+	chr1	82008136	-	21

Group:257 Translocation:False
chr1	82437113	+	chr1	82437113	-	35
chr1	82448729	+	chr1	82448729	-	33

Group:258 Translocation:False
chr1	82666350	+	chr1	82666350	-	25
chr1	82673563	+	chr1	82673563	-	23

Group:259 Translocation:False
chr1	83123083	+	chr1	83123083	-	32
chr1	83144051	+	chr1	83144051	-	24

Group:260 Translocation:False
chr1	83368109	+	chr1	83368109	-	43

Group:261 Translocation:False
chr1	83801773	+	chr1	83801773	-	16

Group:262 Translocation:False
chr1	84027517	+	chr1	84027517	-	31

Group:263 Translocation:False
chr1	84421147	+	chr1	84421147	-	36
chr1	84447580	+	chr1	84447580	-	33

Group:264 Translocation:False
chr1	84756769	+	chr1	84756769	-	24

Group:265 Translocation:False
chr1	84922438	+	chr1	84922438	-	24
chr1	84987576	+	chr1	84987576	-	20
chr1	84987668	+	chr1	84987668	-	20

Group:266 Translocation:False
chr1	85110483	+	chr1	85110483	-	30
chr1	85154441	+	chr1	85154441	-	27

Group:267 Translocation:False
chr1	85799209	+	chr1	85799209	-	30

Group:268 Translocation:False
chr1	86216566	+	chr1	86216566	-	50

Group:269 Translocation:False
chr1	86797347	+	chr1	86797347	-	24
chr1	86828067	+	chr1	86828067	-	26

Group:270 Translocation:False
chr1	86976704	+	chr1	86976704	-	23
chr1	87046752	+	chr1	87046752	-	37

Group:271 Translocation:False
chr1	87336040	+	chr1	87336040	-	29
chr1	87425251	+	chr1	87425251	-	29

Group:272 Translocation:False
chr1	88314417	+	chr1	88314417	-	35
chr1	88395034	+	chr1	88395034	-	30
chr1	88457679	+	chr1	88457679	-	39

Group:273 Translocation:False
chr1	88990288	+	chr1	88990288	-	28
chr1	89040183	+	chr1	89040183	-	37

Group:274 Translocation:False
chr1	89277980	+	chr1	89277980	-	26
chr1	89295608	+	chr1	89295608	-	19

Group:275 Translocation:False
chr1	89806291	+	chr1	89806291	-	28

Group:276 Translocation:False
chr1	90075882	+	chr1	90075882	-	30

Group:277 Translocation:False
chr1	90194738	+	chr1	90194738	-	29

Group:278 Translocation:False
chr1	90378522	+	chr1	90378522	-	25
chr1	90379123	+	chr1	90379123	-	26

Group:279 Translocation:False
chr1	90481681	+	chr1	90481681	-	24
chr1	90517677	+	chr1	90517677	-	30

Group:280 Translocation:False
chr1	90719504	+	chr1	90719504	-	31
chr1	90817982	+	chr1	90817982	-	30
chr1	90867278	+	chr1	90867278	-	28
chr1	90891782	+	chr1	90891782	-	39
chr1	90950292	+	chr1	90950292	-	24

Group:281 Translocation:False
chr1	91078865	+	chr1	91078865	-	30
chr1	91079177	+	chr1	91079177	-	30
chr1	91168699	+	chr1	91168699	-	36
chr1	91099066	+	chr1	91099066	-	25

Group:282 Translocation:False
chr1	91408702	+	chr1	91408702	-	21

Group:283 Translocation:True
chr1	91667489	+	chr19	285425	-	29
chr19	285425	+	chr1	91667489	-	15

Group:284 Translocation:False
chr1	91815300	+	chr1	91815300	-	23

Group:285 Translocation:False
chr1	91927329	+	chr1	91927329	-	26

Group:286 Translocation:False
chr1	92305432	+	chr1	92305432	-	34

Group:287 Translocation:False
chr1	92669547	+	chr1	92669547	-	29
chr1	92701962	+	chr1	92701962	-	28

Group:288 Translocation:False
chr1	92846848	+	chr1	92846848	-	24

Group:289 Translocation:False
chr1	93032655	+	chr1	93032655	-	34
chr1	93053220	+	chr1	93053220	-	10

Group:290 Translocation:False
chr1	93344877	+	chr1	93344877	-	21

Group:291 Translocation:False
chr1	93876121	+	chr1	93876121	-	18

Group:292 Translocation:False
chr1	94877129	+	chr1	94877129	-	27

Group:293 Translocation:False
chr1	95336286	+	chr1	95336286	-	16

Group:294 Translocation:False
chr1	95566621	+	chr1	95566621	-	25

Group:295 Translocation:False
chr1	95806220	+	chr1	95806220	-	39

Group:296 Translocation:False
chr1	95909129	+	chr1	95909129	-	22

Group:297 Translocation:False
chr1	96248357	+	chr1	96248357	-	33
chr1	96265677	+	chr1	96265677	-	22
chr1	96272546	+	chr1	96272546	-	32
chr1	96350471	+	chr1	96350471	-	20

Group:298 Translocation:False
chr1	96799294	+	chr1	96799294	-	30

Group:299 Translocation:False
chr1	97323345	+	chr1	97323345	-	35

Group:300 Translocation:False
chr1	97898153	+	chr1	97898153	-	25

Group:301 Translocation:False
chr1	98139725	+	chr1	98139725	-	26

Group:302 Translocation:False
chr1	98503575	+	chr1	98503575	-	22
chr1	98503576	+	chr1	98503576	-	22
chr1	98512978	+	chr1	98512978	-	23
chr1	98512488	+	chr1	98512488	-	23
chr1	98536625	+	chr1	98536625	-	31

Group:303 Translocation:False
chr1	98763439	+	chr1	98763439	-	36

Group:304 Translocation:False
chr1	99112039	+	chr1	99112039	-	28
chr1	99144972	+	chr1	99144972	-	33

Group:305 Translocation:False
chr1	99469018	+	chr1	99469018	-	32

Group:306 Translocation:False
chr1	99826988	+	chr1	99826988	-	25
chr1	99857787	+	chr1	99857787	-	22

Group:307 Translocation:True
chr1	99966343	-	chr4	43424491	+	28
chr4	43424491	-	chr1	99966343	+	25

Group:308 Translocation:False
chr1	100528654	+	chr1	100528654	-	28

Group:309 Translocation:False
chr1	100693348	+	chr1	100693348	-	31

Group:310 Translocation:False
chr1	100819213	+	chr1	100819213	-	26

Group:311 Translocation:False
chr1	101225112	+	chr1	101225112	-	36
chr1	101253278	+	chr1	101253278	-	24
chr1	101253812	+	chr1	101253812	-	25
chr1	101350835	+	chr1	101350835	-	28
chr1	101402107	+	chr1	101402107	-	29
chr1	101416371	+	chr1	101416371	-	26

Group:312 Translocation:False
chr1	101552691	+	chr1	101552691	-	26

Group:313 Translocation:False
chr1	102029261	+	chr1	102029261	-	29
chr1	102045514	+	chr1	102045514	-	20
chr1	102093585	+	chr1	102093585	-	22
chr1	102047085	+	chr1	102047085	-	18
chr1	102093700	+	chr1	102093700	-	22
chr1	102172366	+	chr1	102172366	-	23

Group:314 Translocation:False
chr1	102396129	+	chr1	102396129	-	27

Group:315 Translocation:False
chr1	103195976	+	chr1	103195976	-	18
chr1	103234482	+	chr1	103234482	-	28
chr1	103272220	+	chr1	103272220	-	44

Group:316 Translocation:False
chr1	103827325	+	chr1	103827325	-	32

Group:317 Translocation:False
chr1	103938231	+	chr1	103938231	-	13

Group:318 Translocation:False
chr1	104389496	+	chr1	104389496	-	31

Group:319 Translocation:False
chr1	104511451	+	chr1	104511451	-	18
chr1	104562275	+	chr1	104562275	-	34
chr1	104596019	+	chr1	104596019	-	34
chr1	104577155	+	chr1	104577155	-	31
chr1	104619750	+	chr1	104619750	-	24

Group:320 Translocation:False
chr1	104808978	+	chr1	104808978	-	28

Group:321 Translocation:False
chr1	104966298	+	chr1	104966298	-	31
chr1	105013008	+	chr1	105013008	-	33
chr1	105035721	+	chr1	105035721	-	22
chr1	105085019	+	chr1	105085019	-	22
chr1	105075328	+	chr1	105075328	-	27

Group:322 Translocation:False
chr1	105303608	+	chr1	105303608	-	39

Group:323 Translocation:False
chr1	105537089	+	chr1	105537089	-	33
chr1	105571333	+	chr1	105571333	-	15

Group:324 Translocation:False
chr1	105759918	+	chr1	105759918	-	25
chr1	105788301	+	chr1	105788301	-	15

Group:325 Translocation:False
chr1	105943241	+	chr1	105943241	-	25
chr1	105961395	+	chr1	105961395	-	24
chr1	105963307	+	chr1	105963307	-	26

Group:326 Translocation:False
chr1	106113007	+	chr1	106113007	-	20
chr1	106144769	+	chr1	106144769	-	35

Group:327 Translocation:False
chr1	106402201	+	chr1	106402201	-	39
chr1	106415318	+	chr1	106415318	-	38
chr1	106431376	+	chr1	106431376	-	26

Group:328 Translocation:False
chr1	106927312	+	chr1	106927312	-	33

Group:329 Translocation:False
chr1	107112140	+	chr1	107112140	-	34
chr1	107181550	+	chr1	107181550	-	26

Group:330 Translocation:False
chr1	107555333	+	chr1	107555333	-	25
chr1	107599844	+	chr1	107599844	-	24

Group:331 Translocation:False
chr1	107723537	+	chr1	107723537	-	19
chr1	107728588	+	chr1	107728588	-	28

Group:332 Translocation:False
chr1	108023128	+	chr1	108023128	-	20
chr1	108023170	+	chr1	108023170	-	19
chr1	108042316	+	chr1	108042316	-	25

Group:333 Translocation:False
chr1	108187928	+	chr1	108187928	-	29

Group:334 Translocation:False
chr1	108666581	+	chr1	108666581	-	29
chr1	108676058	+	chr1	108676058	-	27
chr1	108689608	+	chr1	108689608	-	20

Group:335 Translocation:False
chr1	109670103	+	chr1	109670103	-	30
chr1	109696293	+	chr1	109696293	-	7
chr1	109725063	+	chr1	109725063	-	31

Group:336 Translocation:False
chr1	110060664	+	chr1	110060664	-	31
chr1	110120544	+	chr1	110120544	-	16
chr1	110120602	+	chr1	110120602	-	15

Group:337 Translocation:False
chr1	110310153	+	chr1	110310153	-	26
chr1	110374011	+	chr1	110374011	-	32
chr1	110387819	+	chr1	110387819	-	21
chr1	110380058	+	chr1	110380058	-	27

Group:338 Translocation:False
chr1	110769231	+	chr1	110769231	-	32

Group:339 Translocation:False
chr1	111259968	+	chr1	111259968	-	29
chr1	111353551	+	chr1	111353551	-	24

Group:340 Translocation:False
chr1	111529974	+	chr1	111529974	-	28
chr1	111545137	+	chr1	111545137	-	27

Group:341 Translocation:False
chr1	111728070	+	chr1	111728070	-	26

Group:342 Translocation:False
chr1	112009219	+	chr1	112009219	-	20

Group:343 Translocation:False
chr1	112449372	+	chr1	112449372	-	26

Group:344 Translocation:False
chr1	112881242	+	chr1	112881242	-	37

Group:345 Translocation:False
chr1	112999652	+	chr1	112999652	-	17

Group:346 Translocation:False
chr1	113283417	+	chr1	113283417	-	38

Group:347 Translocation:False
chr1	113416299	+	chr1	113416299	-	23
chr1	113416469	+	chr1	113416469	-	23
chr1	113437876	+	chr1	113437876	-	22
chr1	113437874	+	chr1	113437874	-	22

Group:348 Translocation:False
chr1	114111729	+	chr1	114111729	-	26

Group:349 Translocation:False
chr1	114881542	+	chr1	114881542	-	34

Group:350 Translocation:False
chr1	115739129	+	chr1	115739129	-	27
chr1	115750896	+	chr1	115750896	-	26
chr1	115761470	+	chr1	115761470	-	41

Group:351 Translocation:False
chr1	116152683	+	chr1	116152683	-	26

Group:352 Translocation:False
chr1	116305927	+	chr1	116305927	-	26

Group:353 Translocation:False
chr1	116436959	+	chr1	116436959	-	27

Group:354 Translocation:False
chr1	117259468	+	chr1	117259468	-	24

Group:355 Translocation:False
chr1	117837052	+	chr1	117837052	-	21

Group:356 Translocation:False
chr1	118241130	+	chr1	118241130	-	36
chr1	118318875	+	chr1	118318875	-	26
chr1	118319238	+	chr1	118319238	-	28
chr1	118389107	+	chr1	118389107	-	15

Group:357 Translocation:False
chr1	118538068	+	chr1	118538068	-	26
chr1	118583318	+	chr1	118583318	-	28

Group:358 Translocation:False
chr1	118852042	+	chr1	118852042	-	16

Group:359 Translocation:False
chr1	119200423	+	chr1	119200423	-	26
chr1	119256317	+	chr1	119256317	-	25
chr1	119264657	+	chr1	119264657	-	25

Group:360 Translocation:False
chr1	119389137	+	chr1	119389137	-	38
chr1	119394614	+	chr1	119394614	-	31

Group:361 Translocation:False
chr1	120402188	+	chr1	120402188	-	25

Group:362 Translocation:False
chr1	120779227	+	chr1	120779227	-	26
chr1	120834554	+	chr1	120834554	-	11
chr1	120836006	+	chr1	120836006	-	11

Group:363 Translocation:False
chr1	120983382	+	chr1	120983382	-	30

Group:364 Translocation:False
chr1	121354310	+	chr1	121354310	-	33
chr1	121429132	+	chr1	121429132	-	46

Group:365 Translocation:False
chr1	121623469	+	chr1	121623469	-	9

Group:366 Translocation:True
chr1	125013058	+	chr1	125013058	-	28
chr1	125026047	+	chr1	125026047	-	22
chr1	125082581	+	chr1	125082581	-	72
chr1	125086684	+	chr1	125086684	-	26
chr1	125073457	+	chr1	125073457	-	45
chr1	125103212	+	chr1	125103212	-	40
chr1	125086680	+	chr1	125086680	-	26
chr1	125155560	+	chr1	125155560	-	57
chr1	125173899	+	chr1	125173899	-	29
chr1	125175313	+	chr1	125175313	-	101
chr1	125176333	+	chr1	125176333	-	112
chr1	125177518	+	chr1	125177518	-	119
chr1	125178880	+	chr1	125178880	-	206
chr1	125181958	+	chr1	125181958	-	278
chr1	143214177	-	chr1	125180011	+	4108
chr10	42066674	-	chr1	125174516	+	245
chr1	125154542	+	chr1	125154542	-	68
chr1	125174516	-	chr10	42066674	+	88
chr1	125177046	+	chr1	125177046	-	124
chr1	125180011	-	chr1	143214177	+	332
chr1	125183177	+	chr1	143234084	-	179
chr1	125183748	+	chr1	143215917	-	129
chr1	125184336	+	chr1	143226128	-	97
chr1	125184480	+	chr1	143236618	-	86
chr1	143199358	+	chr1	125184586	-	1116
chr1	143213763	+	chr1	125184392	-	3928
chr1	143215917	+	chr1	125183748	-	4509
chr1	143226128	+	chr1	125184336	-	2160
chr1	143236618	+	chr1	125184480	-	1492
chr1	125167953	+	chr1	125167953	-	68
chr1	125176036	+	chr1	125176036	-	99
chr1	125182744	+	chr1	143223994	-	253
chr1	125184237	+	chr1	125184237	-	94
chr1	125184586	+	chr1	143199358	-	36
chr1	143223994	+	chr1	125182744	-	2842
chr1	143242388	+	chr1	125183180	-	518
chr1	125177767	+	chr1	125177767	-	130
chr1	125184392	+	chr1	143213763	-	96
chr1	143234084	+	chr1	125183177	-	1560
chr1	125183180	+	chr1	143242388	-	179
chr1	143190312	+	chr1	143190312	-	1085
chr1	143204228	+	chr1	143204228	-	5
chr1	143211300	+	chr1	143211300	-	162
chr1	143213966	+	chr1	143213966	-	3914
chr1	143246111	+	chr1	143246111	-	38
chr1	143247009	+	chr1	143247009	-	32
chr1	143259304	+	chr1	143259304	-	20
chr1	143263649	+	chr1	143263649	-	21
chr1	143266543	+	chr1	143266543	-	31
chr1	143269226	+	chr1	143269226	-	21
chr1	143274390	+	chr1	143274390	-	28
chr1	143202274	+	chr1	143202274	-	832
chr1	143211300	+	chr1	143211300	-	67
chr1	143246883	+	chr1	143246883	-	33
chr1	143263583	+	chr1	143263583	-	23
chr1	143267824	+	chr1	143267824	-	25
chr1	143306534	+	chr1	143306534	-	6
chr1	143204709	+	chr1	143204709	-	29
chr1	143253148	+	chr1	143253148	-	64
chr1	143274106	+	chr1	143274106	-	30
chr1	143245178	+	chr1	143245178	-	32
chr1	143264867	+	chr1	143264867	-	26

Group:367 Translocation:False
chr1	143497773	+	chr1	143497773	-	47
chr1	143516606	+	chr1	143516606	-	71
chr1	143534389	+	chr1	143534389	-	49
chr1	143534387	+	chr1	143534387	-	49
chr1	143564759	+	chr1	143564759	-	29

Group:368 Translocation:False
chr1	143714055	+	chr1	143714055	-	35

Group:369 Translocation:False
chr1	143887903	-	chr1	182765152	+	40
chr1	182765152	-	chr1	143887903	+	37
chr1	246672841	+	chr1	182790979	-	28
chr1	182790979	+	chr1	246672841	-	32
chr1	219620584	-	chr1	246641040	+	50
chr1	246576200	+	chr1	246576200	-	16
chr1	246613656	+	chr1	246613656	-	12
chr1	246642837	+	chr1	246642837	-	24
chr1	246652876	+	chr1	246652876	-	33
chr1	246605789	+	chr1	246605789	-	20
chr1	246652815	+	chr1	246652815	-	33
chr1	246641040	-	chr1	219620584	+	27
chr1	246481607	+	chr1	246481607	-	30
chr1	246538970	+	chr1	246538970	-	30
chr1	246710417	+	chr1	246710417	-	21
chr1	246391449	+	chr1	246391449	-	31
chr1	246428786	+	chr1	246428786	-	28
chr1	246785778	+	chr1	246785778	-	35
chr1	246402367	+	chr1	246402367	-	31
chr1	246435794	+	chr1	246435794	-	31
